dataset,donor,date,session,trial,partner,recipient,payoff_condition,partner_present,hormone,right.left,response
2,780,2017-04-10,5,6,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-10,5,7,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-10,5,8,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-10,5,9,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-10,5,10,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-10,5,11,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-10,5,12,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-10,5,13,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-10,5,14,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-10,5,15,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-10,5,16,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-11,6,1,L,410,Pre-test,Partner present,B,R,1
2,780,2017-04-11,6,2,L,410,Pre-test,Partner present,B,L,1
2,780,2017-04-11,6,3,L,410,Pre-test,Partner present,B,R,1
2,780,2017-04-11,6,4,L,410,Pre-test,Partner present,B,L,1
2,780,2017-04-11,6,5,L,410,Side bias,Partner present,B,L,0
2,780,2017-04-11,6,6,L,410,Side bias,Partner present,B,R,1
2,780,2017-04-11,6,7,L,410,Side bias,Partner present,B,L,0
2,780,2017-04-11,6,8,L,410,Side bias,Partner present,B,L,0
2,780,2017-04-11,6,9,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-11,6,10,L,410,Altruistic,Partner present,B,L,1
2,780,2017-04-11,6,11,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-11,6,12,L,410,Altruistic,Partner present,B,NA,NA
2,780,2017-04-11,6,13,L,410,Altruistic,Partner present,B,R,0
2,780,2017-04-11,6,14,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-11,6,15,L,410,Altruistic,Partner present,B,R,0
2,780,2017-04-11,6,16,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-12,7,1,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-12,7,2,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-12,7,3,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-12,7,4,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-12,7,5,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-12,7,6,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-12,7,7,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-12,7,8,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-12,7,9,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-12,7,10,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-12,7,11,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-12,7,12,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-12,7,13,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-04-12,7,14,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-12,7,15,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-12,7,16,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-13,8,1,L,410,Pre-test,Partner present,B,L,1
2,780,2017-04-13,8,2,L,410,Pre-test,Partner present,B,L,1
2,780,2017-04-13,8,3,L,410,Pre-test,Partner present,B,R,1
2,780,2017-04-13,8,4,L,410,Pre-test,Partner present,B,R,1
2,780,2017-04-13,8,5,L,410,Side bias,Partner present,B,L,0
2,780,2017-04-13,8,6,L,410,Side bias,Partner present,B,R,1
2,780,2017-04-13,8,7,L,410,Side bias,Partner present,B,L,0
2,780,2017-04-13,8,8,L,410,Side bias,Partner present,B,R,1
2,780,2017-04-13,8,9,L,410,Altruistic,Partner present,B,L,1
2,780,2017-04-13,8,10,L,410,Altruistic,Partner present,B,NA,NA
2,780,2017-04-13,8,11,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-13,8,12,L,410,Altruistic,Partner present,B,NA,NA
2,780,2017-04-13,8,13,L,410,Altruistic,Partner present,B,R,0
2,780,2017-04-13,8,14,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-13,8,15,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-13,8,16,L,410,Prosocial,Partner present,B,R,0
2,780,2017-04-04,9,1,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-04,9,2,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-04,9,3,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-04,9,4,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-04,9,5,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-04,9,6,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-04,9,7,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-04,9,8,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-04,9,9,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-04,9,10,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-04,9,11,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-04,9,12,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-04,9,13,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-04-04,9,14,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-04,9,15,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-04,9,16,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-17,10,1,R,410,Pre-test,Partner present,C,L,1
2,780,2017-04-17,10,2,R,410,Pre-test,Partner present,C,L,1
2,780,2017-04-17,10,3,R,410,Pre-test,Partner present,C,R,1
2,780,2017-04-17,10,4,R,410,Pre-test,Partner present,C,R,1
2,780,2017-04-17,10,5,R,410,Side bias,Partner present,C,R,1
2,780,2017-04-17,10,6,R,410,Side bias,Partner present,C,R,1
2,780,2017-04-17,10,7,R,410,Side bias,Partner present,C,R,1
2,780,2017-04-17,10,8,R,410,Side bias,Partner present,C,L,0
2,780,2017-04-17,10,9,R,410,Prosocial,Partner present,C,R,1
2,780,2017-04-17,10,10,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-17,10,11,R,410,Prosocial,Partner present,C,R,1
2,780,2017-04-17,10,12,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-17,10,13,R,410,Prosocial,Partner present,C,R,1
2,780,2017-04-17,10,14,R,410,Prosocial,Partner present,C,L,0
2,780,2017-04-17,10,15,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-17,10,16,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-18,11,1,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-18,11,2,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-18,11,3,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-18,11,4,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-18,11,5,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-18,11,6,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-18,11,7,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-18,11,8,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-18,11,9,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-04-18,11,10,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-18,11,11,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-18,11,12,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-18,11,13,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-18,11,14,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-18,11,15,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-18,11,16,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-19,12,1,L,410,Pre-test,Partner present,A,R,1
2,780,2017-04-19,12,2,L,410,Pre-test,Partner present,A,L,1
2,780,2017-04-19,12,3,L,410,Pre-test,Partner present,A,L,1
2,780,2017-04-19,12,4,L,410,Pre-test,Partner present,A,R,1
2,780,2017-04-19,12,5,L,410,Side bias,Partner present,A,L,0
2,780,2017-04-19,12,6,L,410,Side bias,Partner present,A,L,0
2,780,2017-04-19,12,7,L,410,Side bias,Partner present,A,L,0
2,780,2017-04-19,12,8,L,410,Side bias,Partner present,A,L,0
2,780,2017-04-19,12,9,L,410,Prosocial,Partner present,A,R,0
2,780,2017-04-19,12,10,L,410,Altruistic,Partner present,A,L,1
2,780,2017-04-19,12,11,L,410,Prosocial,Partner present,A,R,0
2,780,2017-04-19,12,12,L,410,Prosocial,Partner present,A,L,1
2,780,2017-04-19,12,13,L,410,Prosocial,Partner present,A,L,1
2,780,2017-04-19,12,14,L,410,Altruistic,Partner present,A,L,1
2,780,2017-04-19,12,15,L,410,Altruistic,Partner present,A,L,1
2,780,2017-04-19,12,16,L,410,Altruistic,Partner present,A,L,1
2,780,2017-04-20,13,1,N, ,Pre-test,Partner absent,SAL,R,0
2,780,2017-04-20,13,2,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-20,13,3,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-20,13,4,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-20,13,5,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-20,13,6,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-20,13,7,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-20,13,8,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-20,13,9,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-20,13,10,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-20,13,11,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-20,13,12,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-20,13,13,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-20,13,14,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-04-20,13,15,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-20,13,16,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-21,14,1,R,410,Pre-test,Partner present,A,R,1
2,780,2017-04-21,14,2,R,410,Pre-test,Partner present,A,L,1
2,780,2017-04-21,14,3,R,410,Pre-test,Partner present,A,R,1
2,780,2017-04-21,14,4,R,410,Pre-test,Partner present,A,L,1
2,780,2017-04-21,14,5,R,410,Side bias,Partner present,A,R,1
2,780,2017-04-21,14,6,R,410,Side bias,Partner present,A,R,1
2,780,2017-04-21,14,7,R,410,Side bias,Partner present,A,R,1
2,780,2017-04-21,14,8,R,410,Side bias,Partner present,A,R,1
2,780,2017-04-21,14,9,R,410,Prosocial,Partner present,A,R,1
2,780,2017-04-21,14,10,R,410,Altruistic,Partner present,A,L,0
2,780,2017-04-21,14,11,R,410,Altruistic,Partner present,A,L,0
2,780,2017-04-21,14,12,R,410,Prosocial,Partner present,A,L,0
2,780,2017-04-21,14,13,R,410,Prosocial,Partner present,A,R,1
2,780,2017-04-21,14,14,R,410,Altruistic,Partner present,A,L,0
2,780,2017-04-21,14,15,R,410,Prosocial,Partner present,A,R,1
2,780,2017-04-21,14,16,R,410,Altruistic,Partner present,A,L,0
2,780,2017-04-24,15,1,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-24,15,2,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-24,15,3,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-24,15,4,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-24,15,5,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-24,15,6,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-24,15,7,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-24,15,8,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-24,15,9,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-24,15,10,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-24,15,11,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-24,15,12,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-24,15,13,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-24,15,14,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-24,15,15,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-24,15,16,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-25,16,1,R,410,Pre-test,Partner present,C,L,1
2,780,2017-04-25,16,2,R,410,Pre-test,Partner present,C,R,1
2,780,2017-04-25,16,3,R,410,Pre-test,Partner present,C,R,1
2,780,2017-04-25,16,4,R,410,Pre-test,Partner present,C,L,1
2,780,2017-04-25,16,5,R,410,Side bias,Partner present,C,R,1
2,780,2017-04-25,16,6,R,410,Side bias,Partner present,C,R,1
2,780,2017-04-25,16,7,R,410,Side bias,Partner present,C,L,0
2,780,2017-04-25,16,8,R,410,Side bias,Partner present,C,L,0
2,780,2017-04-25,16,9,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-25,16,10,R,410,Prosocial,Partner present,C,L,0
2,780,2017-04-25,16,11,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-25,16,12,R,410,Prosocial,Partner present,C,R,1
2,780,2017-04-25,16,13,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-25,16,14,R,410,Altruistic,Partner present,C,L,0
2,780,2017-04-25,16,15,R,410,Prosocial,Partner present,C,R,1
2,780,2017-04-25,16,16,R,410,Prosocial,Partner present,C,L,0
2,780,2017-04-26,17,1,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-26,17,2,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-26,17,3,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-26,17,4,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-26,17,5,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-04-26,17,6,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-26,17,7,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-26,17,8,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-26,17,9,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-26,17,10,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-26,17,11,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-26,17,12,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-26,17,13,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-04-26,17,14,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-04-26,17,15,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-26,17,16,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-27,18,1,L,410,Pre-test,Partner present,B,L,1
2,780,2017-04-27,18,2,L,410,Pre-test,Partner present,B,R,1
2,780,2017-04-27,18,3,L,410,Pre-test,Partner present,B,L,1
2,780,2017-04-27,18,4,L,410,Pre-test,Partner present,B,R,1
2,780,2017-04-27,18,5,L,410,Side bias,Partner present,B,R,1
2,780,2017-04-27,18,6,L,410,Side bias,Partner present,B,L,0
2,780,2017-04-27,18,7,L,410,Side bias,Partner present,B,R,1
2,780,2017-04-27,18,8,L,410,Side bias,Partner present,B,R,1
2,780,2017-04-27,18,9,L,410,Prosocial,Partner present,B,L,1
2,780,2017-04-27,18,10,L,410,Altruistic,Partner present,B,NA,NA
2,780,2017-04-27,18,11,L,410,Prosocial,Partner present,B,L,1
2,780,2017-04-27,18,12,L,410,Prosocial,Partner present,B,L,1
2,780,2017-04-27,18,13,L,410,Prosocial,Partner present,B,L,1
2,780,2017-04-27,18,14,L,410,Altruistic,Partner present,B,NA,NA
2,780,2017-04-27,18,15,L,410,Altruistic,Partner present,B,NA,NA
2,780,2017-04-27,18,16,L,410,Altruistic,Partner present,B,NA,NA
2,780,2017-04-28,19,1,N, ,Pre-test,Partner absent,SAL,L,0
2,780,2017-04-28,19,2,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-28,19,3,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-28,19,4,N, ,Pre-test,Partner absent,SAL,L,0
2,780,2017-04-28,19,5,N,,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-28,19,6,N,,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-28,19,7,N,,Pre-test,Partner absent,SAL,L,1
2,780,2017-04-28,19,8,N,,Pre-test,Partner absent,SAL,R,1
2,780,2017-04-28,19,9,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-28,19,10,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-28,19,11,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-28,19,12,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-04-28,19,13,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-28,19,14,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-04-28,19,15,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-28,19,16,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-04-28,19,17,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-28,19,18,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-04-28,19,19,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-04-28,19,20,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-01,20,1,R,410,Pre-test,Partner present,A,R,1
2,780,2017-05-01,20,2,R,410,Pre-test,Partner present,A,R,1
2,780,2017-05-01,20,3,R,410,Pre-test,Partner present,A,L,1
2,780,2017-05-01,20,4,R,410,Pre-test,Partner present,A,L,1
2,780,2017-05-01,20,5,R,410,Side bias,Partner present,A,L,0
2,780,2017-05-01,20,6,R,410,Side bias,Partner present,A,R,1
2,780,2017-05-01,20,7,R,410,Side bias,Partner present,A,L,0
2,780,2017-05-01,20,8,R,410,Side bias,Partner present,A,L,0
2,780,2017-05-01,20,9,R,410,Altruistic,Partner present,A,L,0
2,780,2017-05-01,20,10,R,410,Prosocial,Partner present,A,L,0
2,780,2017-05-01,20,11,R,410,Altruistic,Partner present,A,NA,NA
2,780,2017-05-01,20,12,R,410,Prosocial,Partner present,A,L,0
2,780,2017-05-01,20,13,R,410,Prosocial,Partner present,A,R,1
2,780,2017-05-01,20,14,R,410,Altruistic,Partner present,A,NA,NA
2,780,2017-05-01,20,15,R,410,Prosocial,Partner present,A,R,1
2,780,2017-05-01,20,16,R,410,Prosocial,Partner present,A,R,1
2,780,2017-05-02,21,1,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-05-02,21,2,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-02,21,3,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-02,21,4,N, ,Pre-test,Partner absent,SAL,L,0
2,780,2017-05-02,21,5,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-02,21,6,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-02,21,7,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-02,21,8,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-02,21,9,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-02,21,10,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-05-02,21,11,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-02,21,12,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-02,21,13,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-02,21,14,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-02,21,15,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-05-02,21,16,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-03,22,1,L,410,Pre-test,Partner present,B,R,1
2,780,2017-05-03,22,2,L,410,Pre-test,Partner present,B,L,1
2,780,2017-05-03,22,3,L,410,Pre-test,Partner present,B,R,1
2,780,2017-05-03,22,4,L,410,Pre-test,Partner present,B,L,1
2,780,2017-05-03,22,5,L,410,Side bias,Partner present,B,R,1
2,780,2017-05-03,22,6,L,410,Side bias,Partner present,B,R,1
2,780,2017-05-03,22,7,L,410,Side bias,Partner present,B,R,1
2,780,2017-05-03,22,8,L,410,Side bias,Partner present,B,R,1
2,780,2017-05-03,22,9,L,410,Prosocial,Partner present,B,R,0
2,780,2017-05-03,22,10,L,410,Altruistic,Partner present,B,L,1
2,780,2017-05-03,22,11,L,410,Altruistic,Partner present,B,L,1
2,780,2017-05-03,22,12,L,410,Altruistic,Partner present,B,R,0
2,780,2017-05-03,22,13,L,410,Prosocial,Partner present,B,L,1
2,780,2017-05-03,22,14,L,410,Prosocial,Partner present,B,L,1
2,780,2017-05-03,22,15,L,410,Altruistic,Partner present,B,R,0
2,780,2017-05-03,22,16,L,410,Prosocial,Partner present,B,L,1
2,780,2017-05-04,23,1,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-04,23,2,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-05-04,23,3,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-05-04,23,4,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-04,23,5,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-05-04,23,6,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-04,23,7,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-05-04,23,8,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-05-04,23,9,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-04,23,10,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-04,23,11,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-05-04,23,12,N, ,Prosocial,Partner absent,SAL,R,1
2,780,2017-05-04,23,13,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-05-04,23,14,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-05-04,23,15,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-05-04,23,16,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-05,24,1,R,410,Pre-test,Partner present,C,R,1
2,780,2017-05-05,24,2,R,410,Pre-test,Partner present,C,L,1
2,780,2017-05-05,24,3,R,410,Pre-test,Partner present,C,R,1
2,780,2017-05-05,24,4,R,410,Pre-test,Partner present,C,L,1
2,780,2017-05-05,24,5,R,410,Side bias,Partner present,C,R,1
2,780,2017-05-05,24,6,R,410,Side bias,Partner present,C,R,1
2,780,2017-05-05,24,7,R,410,Side bias,Partner present,C,L,0
2,780,2017-05-05,24,8,R,410,Side bias,Partner present,C,R,1
2,780,2017-05-05,24,9,R,410,Altruistic,Partner present,C,NA,NA
2,780,2017-05-05,24,10,R,410,Prosocial,Partner present,C,L,0
2,780,2017-05-05,24,11,R,410,Prosocial,Partner present,C,L,0
2,780,2017-05-05,24,12,R,410,Altruistic,Partner present,C,R,1
2,780,2017-05-05,24,13,R,410,Altruistic,Partner present,C,NA,NA
2,780,2017-05-05,24,14,R,410,Prosocial,Partner present,C,L,0
2,780,2017-05-05,24,15,R,410,Altruistic,Partner present,C,NA,NA
2,780,2017-05-05,24,16,R,410,Prosocial,Partner present,C,L,0
2,780,2017-05-11,25,1,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-05-11,25,2,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-11,25,3,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-05-11,25,4,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-11,25,5,N, ,Side bias,Partner absent,SAL,R,1
2,780,2017-05-11,25,6,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-11,25,7,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-11,25,8,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-11,25,9,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-11,25,10,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-11,25,11,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-11,25,12,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-11,25,13,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-11,25,14,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-11,25,15,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-05-11,25,16,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-12,26,1,L,410,Pre-test,Partner present,A,R,1
2,780,2017-05-12,26,2,L,410,Pre-test,Partner present,A,L,1
2,780,2017-05-12,26,3,L,410,Pre-test,Partner present,A,R,1
2,780,2017-05-12,26,4,L,410,Pre-test,Partner present,A,L,1
2,780,2017-05-12,26,5,L,410,Side bias,Partner present,A,R,1
2,780,2017-05-12,26,6,L,410,Side bias,Partner present,A,R,1
2,780,2017-05-12,26,7,L,410,Side bias,Partner present,A,R,1
2,780,2017-05-12,26,8,L,410,Side bias,Partner present,A,R,1
2,780,2017-05-12,26,9,L,410,Prosocial,Partner present,A,L,1
2,780,2017-05-12,26,10,L,410,Prosocial,Partner present,A,L,1
2,780,2017-05-12,26,11,L,410,Altruistic,Partner present,A,L,1
2,780,2017-05-12,26,12,L,410,Altruistic,Partner present,A,R,0
2,780,2017-05-12,26,13,L,410,Altruistic,Partner present,A,L,1
2,780,2017-05-12,26,14,L,410,Prosocial,Partner present,A,L,1
2,780,2017-05-12,26,15,L,410,Prosocial,Partner present,A,L,1
2,780,2017-05-12,26,16,L,410,Altruistic,Partner present,A,L,1
2,780,2017-05-15,27,1,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-05-15,27,2,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-15,27,3,N, ,Pre-test,Partner absent,SAL,L,1
2,780,2017-05-15,27,4,N, ,Pre-test,Partner absent,SAL,R,1
2,780,2017-05-15,27,5,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-15,27,6,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-15,27,7,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-15,27,8,N, ,Side bias,Partner absent,SAL,L,0
2,780,2017-05-15,27,9,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-15,27,10,N, ,Altruistic,Partner absent,SAL,R,1
2,780,2017-05-15,27,11,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-15,27,12,N, ,Altruistic,Partner absent,SAL,L,0
2,780,2017-05-15,27,13,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-15,27,14,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-15,27,15,N, ,Altruistic,Partner absent,SAL,NA,NA
2,780,2017-05-15,27,16,N, ,Prosocial,Partner absent,SAL,L,0
2,780,2017-05-16,28,1,R,410,Pre-test,Partner present,B,R,1
2,780,2017-05-16,28,2,R,410,Pre-test,Partner present,B,L,1
2,780,2017-05-16,28,3,R,410,Pre-test,Partner present,B,L,1
2,780,2017-05-16,28,4,R,410,Pre-test,Partner present,B,L,0
2,780,2017-05-16,28,5,R,410,Side bias,Partner present,B,L,0
2,780,2017-05-16,28,6,R,410,Side bias,Partner present,B,L,0
